comment_text,business,sports,weather,national,international,government
Windies win toss bowl against South Afri,0,0,0,1,1,0
WT20 Pakistan fail to get into semis after ousted by Aussi,0,0,0,1,1,0
WT20 Pakistan set tough 194 run target by Aussi,0,0,0,1,1,0
WT20 Australia bat first against Pakistan in crucial ,0,0,0,0,0,0
World football mourns death of Dutch master Cruyff,0,0,0,1,1,0
NZealand knock SAfrica out of Womens World T20,0,0,0,0,0,0
Sri Lanka go down fighting as England reach semi,0,0,0,0,0,0
England set 172 run target for Sri L,0,0,0,0,0,0
Sri Lanka win toss bowl against England,0,0,0,0,0,0
New Zealand crush Bangladesh top Group 2 in WT20,0,0,0,1,1,0
WWT20 Australia cruise to easy win against Ireland,0,0,0,0,0,0
Aussie bowlers restrict Irish Women to 91 7,0,0,0,0,0,0
New Zealand reach 145 8 despite Mustafizurs five wkt hau,0,0,0,1,1,0
N Zealand win toss opt to bat against Banglad,0,0,0,0,0,0
Kohli takes India to World T20 semis ousting Aussi,0,0,0,0,0,0
Pak women knocked out by England ,0,0,0,0,0,0
Australia post 160 6 against India in crucial World T20 ,0,0,0,0,0,0
WWT20 Edwards steers England to 148 5 against Paki,0,0,0,0,0,0
Australia win toss bat against Indi,0,0,0,0,0,0
West Indies knock India out of Womens World T20,0,0,0,0,0,0
Afghanistan shock West Indies with 6 run wi,0,0,0,1,1,0
Womens World T20 India restrict West Indies to 114 8,0,0,0,0,0,0
Najib takes Afghanistan to 123 7 against West Indi,0,0,0,0,0,0
West Indies win toss bowl against Afghani,0,0,0,0,0,0
South Africa easily beat Sri Lanka in dead rubber,0,0,0,0,0,0
South Africa bowl out Sri Lanka for 120 in dead rubber,0,0,0,0,0,0
Womens WT20 Sri Lanka beat South Africa by 10 ru,0,0,0,1,1,0
South Africa win toss field against Sri L,0,0,0,0,0,0
Kohli masterclass prompts Tendulkar compari,0,0,0,1,1,0
Watson finishes as No1 T20 all rounder,0,0,0,1,1,0
Waqar Younis apologises over teams debacle in WT20,0,0,0,0,0,0
WT20 Peaking England meet soaring Kiwis in first semi,0,0,0,0,0,0
England shatter Kiwis dream to reach World T20 fi,0,0,0,0,0,0
Blade Runner Pistorius sentencing set for June 13 17,0,0,0,0,0,0
New Zealand set 154 for England in World T20 semi,0,0,0,0,0,0
England bowl against New Zealand in World T20 first SF,0,0,0,0,0,0
Waqar airs anger over leakage of report PCB chief promises inquiry,0,0,0,1,0,0
Australia beat England to reach Womens World T20 fi,0,0,0,0,0,0
India replace injured Yuvraj with batsman Pandey,0,0,0,1,1,0
India bank on spin to blunt West Indian ,0,0,0,1,1,0
Messi scores 50th Argentina goal in 2 0 win over Bolivi,0,1,0,1,1,0
Shahid Afridi apologies to nation for dismal performance in T20 World cu,0,0,0,1,0,0
France beef up security at stadium for Russia soccer ,0,0,0,1,1,0
Younus Misbah do not attend PCB Meeting,0,0,0,1,0,0
West Indies snatch win from jaws of defeat to reach fi,0,0,0,0,0,0
Kohli shines as India amass 192 2 against Windi,0,0,0,0,0,0
West Indies win toss bowl against India in 2nd Semi fi,0,0,0,1,1,0
Windies in final with thrilling win against New Zealand,0,0,0,0,0,0
Womens WT20 semis Cooper takes Windies to 143 5 against NZ,0,0,0,0,0,0
Warne blasts Australia selectors for latest T20 failur,0,0,0,1,1,0
Intikhabs report terms Afridi a clueless captai,0,0,0,0,0,0
Battling Kuznetsova reaches Miami Open fi,0,0,0,0,0,0
PCB chairman denies resignation rumour,0,0,0,1,0,0
PCB Chairman Shahryar Khan decides to step d,0,0,0,0,0,0
Were not just drummers in the Windies band says Si,0,0,0,1,1,0
Different England to turn up in World T20 final Morg,0,0,0,0,0,0
Explosive Windies face fearless England in fitting fi,0,0,0,0,0,0
Windies become T20 champs after sensational win against England,0,0,0,0,0,0
Pakistan beat Sri Lanka in 1st match of Blind cricket seri,0,0,0,0,0,0
West Indies set 156 by England in World T20 fi,0,0,0,0,0,0
West Indies win toss bowl against England in WT20 fi,0,0,0,0,0,0
West Indies win their first Womens World T20 ti,0,0,0,0,0,0
Shahid Afridi relinquishes captaincy after WorldT20 deb,0,0,0,0,0,0
Windies warriors to face fearless England in WT20 finale tonig,0,0,0,0,0,0
Selection committee dissolved Wasim Ramiz to choose new ,0,0,0,0,0,0
Windies board offers talks with new T20 ,0,0,0,1,1,0
Waqar Younis steps down as head ,0,0,0,0,0,0
Windies final triumph hailed as one of the best ever,0,0,0,0,0,0
Only Anam from Pakistan included in ICC ,0,0,0,1,1,0
Doping Sharapova positive test sparks renewed vigilance in NZ,0,1,0,0,0,1
Pakistan whitewash Sri Lanka in Blind T20 seri,0,0,0,0,0,0
Sultan Azlan Shah Cup begins Wednesday at I,0,0,0,0,0,0
Sarfraz Ahmed named as Pakistans T20 captai,0,0,0,1,1,0
National TT championship from April 11,0,1,0,1,0,1
St Lucia ground renamed after Windies skipper Sammy,0,0,0,1,1,0
Australia to add pink ball against Pakistan South Afri,0,0,0,1,1,0
Pakistan begin Azlan Shah campaign with 3 1 wi,0,0,0,0,0,0
PCB camp for spinners from Friday,0,0,0,1,0,0
Argentina top as South America dominate FIFA ranking,0,0,0,0,0,0
IPL 9 kicks off with star studded opening ceremony,0,1,0,1,0,0
Maham bowls Hyderabad to victory,0,0,0,1,0,0
Pakistan Fed Cup team captain confident of good ,0,0,0,1,0,0
Windies spinner Narines bowling action cleared,0,0,0,1,1,0
No groupings in team players are not good enough Azhar Mahmood,0,1,0,0,0,0
National Assembly apprised on cricket teams failur,0,0,0,1,0,0
Kolkata Knight Riders rout Delhi Daredevi,0,0,0,0,0,0
Aqeel eases into tennis tourney semi,0,0,0,1,0,0
Pune crush Mumbai by nine wickets in IPL opener,0,0,0,0,0,0
Badminton star Lee wins Malaysian O,0,1,0,0,0,0
England cricketer Moeen Ali stopped at Birmingham airpor,0,1,0,1,1,0
India face Pakistan at Sultan Azlan Shah today,0,0,0,0,0,0
Gujrat begin IPL campaign with 5 wkt win over Punjab,0,0,0,0,0,0
Razzaq to assist Sri Lanka blind cricket ,0,0,0,0,0,0
Pentangular cricket cup expected from April 19,0,0,0,0,0,0
Stephens beats Vesnina to win title at Char,0,0,0,0,0,0
PCB to appoint new coach by first week of May,0,0,0,1,0,0
Sania Mirza receives Indias Padma Bhushan award,0,0,0,0,0,1
Pakistan ousted by India in Azlan Shah hockey,0,0,0,0,0,0
Serious heart condition forces Englands Taylor to qui,0,0,0,1,1,0
Rohit Buttler steer Mumbai to six wicket win over KKR,0,0,0,0,0,0
Wisden honour for McCullum and Willi,0,0,0,1,1,0
PCB to groom youth through Pakistan Cu,0,0,0,0,0,0
Real seal another epic comeback with Ronaldo treb,0,0,0,0,0,0
RCB crush Sunrisers after hitting 227 4,0,0,0,0,0,0
Pakistan eyeing gold in Asian Snooker Cshi,0,0,0,1,0,0
Maria Sharapova still faces meldonium hearing says ITF,0,0,0,1,1,0
Sharapova could be thrown lifeline by Wada ruling,0,1,0,1,0,0
Pakistan Cup begins April 19 with Balochistan vs Punjab ,0,0,0,1,0,0
Murray storms into Monte Carlo last four,0,0,0,0,0,0
Griffith Hick named as Australia coaches for ODI seri,0,0,0,1,1,0
Renovated Iqbal Stadium to host Pakistan Cricket Cu,0,0,0,1,0,0
PCB decides to appoint Inzamam ul Haq as chief selector,0,0,0,0,0,0
PCB decides to appoint Inzamam as chief selector,0,0,0,0,0,0
West Indies refuse to visit Pakistan for ODI ,0,0,0,1,1,0
Inzamamul Haq assumes charge of Pakistan chief selector,0,0,0,1,1,0
Messi nets 500th goal but Barcelona ,0,0,0,0,0,0
Knee issue rules Lasith Malinga out of IPL,0,0,0,0,0,0
Amazing Grace wins Heritage title by two str,0,0,0,0,0,0
Six time world snooker champion Steve Davis retir,0,1,0,0,0,0
Barcelona rocked by 2 1 home defeat to Valenci,0,0,0,1,1,0
Herath retires from ODI T20 International cri,0,0,0,1,1,0
Delhi beat Bangalore in high scoring IPL encounter,0,0,0,0,0,0
South Africa players against day night ,0,0,0,0,0,0
Djokovic Serena win top Laureus awards for dominating tennis in 2015,0,1,0,0,0,0
Warners unbeaten 90 powers Sunrisers to first wi,0,0,0,0,0,0
Hong Kong player banned for anti corruption code br,0,0,0,1,1,0
Pakistan to play 3 Tests 5 ODIs in Australia in 2016 17,0,0,0,1,1,0
Kolkata thrash Punjab to go on top in IPL,0,0,0,0,0,0
Rio Games countdown starts with Olympia torch lighting,0,0,0,1,1,0
Pakistan to raise voice against Big 3 in ICC meeting,0,0,0,1,1,0
Mumbai Indians outclass RC Bangalor,0,0,0,0,0,0
Pakistani batsmen dont work hard Grant Flower,0,0,0,1,1,0
New technology to detect edges in cricket to be launched ,0,1,0,0,0,0
Determined Yuvraj sets 2019 World Cup g,0,0,0,1,1,0
Murray says will play Davis Cup despite tough schedu,0,0,0,0,0,0
Table Tennis Master Cup to be held in May,0,1,0,1,0,0
Jemima Sumgong wins womens London Marathon after f,0,0,0,0,0,0
Nadal races into final as he chases Vilas record,0,0,0,0,0,0
Kerber defends Stuttgart ti,0,1,0,0,0,0
Younis Khan decides to rejoin Pakistan Cu,0,0,0,0,0,0
South Africa bans rugby cricket from bidding for major tour,0,1,0,1,1,1
Ahmed Shehzad Pakistan Cricket Younis K,0,0,0,1,0,0
Jaun Mata Footballers Overpaid Manchester United,1,0,0,1,1,0
Resurgent Nadal beats Nishikori to reclaim Barcelona cr,0,0,0,0,0,0
Leicesters Mahrez named English PFA player of the year,0,0,0,1,1,0
Scotland claims top prize in ICC Annual Awards 2015,0,0,0,1,0,0
Shahzad wins Nissan Play of the Tournament award for WT20,0,0,0,0,0,0
All Test nations want day night matches says Australi,0,0,0,1,1,0
All test nations want day night matches says Australi,0,0,0,1,1,0
ICC blasts West Indies for World T20 outburst over pay,0,0,0,1,1,0
Government to establish sports university Dar,1,1,0,0,0,1
PCB accepts Younis apology allows to play in Pakistan Cu,0,0,0,0,0,0
Malinga acted against medical advice by doctor,0,0,0,1,1,0
Pak India hockey veterans set for action in May,0,0,0,0,0,0
PCB conducting dope tests on directives of ICC,0,0,0,1,1,0
Australias Hastings out of West Indies tour,0,1,0,0,0,0
Australia eye SAfrica great Donald as bowling ,0,0,0,0,0,0
Publish my drug test results says Nad,0,1,0,1,1,0
Manchester City hold Ronaldo less Real to stay in hunt for fi,0,0,0,0,0,0
Williamson set to lead New Zealand in all three for,0,0,0,1,1,0
Waqar blames Afridi for green shirts consistent def,0,0,0,0,0,0
Jordan replaces Starc at Bangalore Mumbai sign Taylor,0,0,0,1,1,0
New Zealand confirm Williamson as skipper,0,1,0,1,1,0
Hamilton fastest in Russia Vettel ,0,0,0,0,0,0
Vivian Richards accuses ICC of partiality towards Indi,0,0,0,1,1,0
Smith backs Cricket Australia campaign for day night ,0,0,0,0,0,0
India announce Windies tour to revive ti,0,0,0,0,0,0
KPK bat against Punjab in Pakistan Cup fi,0,0,0,0,0,0
Li maintains Chinese grip on China O,0,0,0,1,1,0
Jamaican Omar McLeod runs fastest 110m hurdles time of 2016,0,0,1,1,0,0
Australias Voges taken to hospital after being hit by b,0,0,0,0,0,0
Inzamam drops Afridi Shehzad Akmal trio for Englad tour,0,0,0,1,1,0
Afghanistans Plastic Messi comes to Paki,0,0,0,0,0,0
Moores turns down chance to coach Paki,0,0,0,1,1,0
KP win Pakistan Cu,0,0,0,1,1,0
Australia captain Smith heads home with wrist injury,0,0,0,1,1,0
Tendulkar agrees to become Indias Olympics goodwill ambassador,0,1,0,1,0,0
Pakistan rise to third in Test rankings South Africa slip to six,0,0,0,0,0,0
India to tour Zimbabwe next month for ODIs T20,0,1,0,1,1,0
Flame lands in Brazil for 90 day relay to G,0,0,0,0,0,0
Afridi hopes to set up a proper cricket academy,0,0,0,1,0,0
Shoaib Akhtar chilling Islamabad hot weather,0,0,1,1,0,0
Afridi PCB grassroots level Pakistan cri,0,0,0,1,0,0
Leicester claim Premier League title as Spurs held,0,0,0,0,0,0
Maturing Kyrgios knocks Wawrinka out of Madrid O,0,0,0,0,0,0
Pakistan pushed out of Top 8 in ODI Ranking,0,0,0,0,0,0
My place in football history is assured says Ronald,0,0,0,1,1,0
Pakistan beat Sri Lanka in Asian Kabaddi,0,0,0,0,0,0
Amir Khan would join British greats with Alvarez win H,0,0,1,0,0,0
Salman Butt can make a successful comeback Geoff L,0,0,0,1,1,0
Leicester stand to gain up to 250 million pound windf,0,1,0,0,0,0
Ace Against Odds Sania Mirzas autobiography to hit stands this year,0,1,0,0,0,0
Plastic shirt Messi fan flees Afghanistan over kidnap fear,0,0,0,1,0,1
PCBs hunt continues as Law declines head coachs ,0,0,0,0,0,0
Chris Gayle and Ahmed Shehzad friendly banter on social medi,0,0,0,0,0,0
This could be my last fight in US if Trump becomes president says Amir K,0,0,1,0,0,0
Pakistan beat India to retain Asia Kabaddi Cu,0,0,0,0,0,0
Spinner Shamsi handed South Africa call up for Caribbean seri,0,0,0,1,1,0
PCB appoints Mickey Arthur as Head C,0,0,0,1,0,0
Khan pledges to give Alvarez a lesson in the ring,0,0,1,0,0,0
Nadal hits out at doping accusers says rivals are totally ,0,0,0,0,0,0
Abdul Qadir says aging Afridi no longer fit for top level cri,0,1,0,1,0,0
Is tennis player Ana Ivanovic preg,0,1,0,1,0,0
Binder wins French Moto3 grand prix,0,0,0,0,0,0
Amir Khan knocked out by Alvarez in WBC middleweight fig,0,0,0,0,0,0
Najam Sethi PSL Cricket Paki,0,0,0,0,0,0
Pak India hockey UK visa issu,0,0,0,1,1,0
Shaoib Akhtar Pakistan Cricket Mickey Arthur,0,0,0,1,1,0
Top sports tribunal Platinis ban soccer four year,0,0,0,1,0,0
Masters record as Djokovic sinks Murray in fi,0,0,0,0,0,0
India day night test match Asi,0,0,0,1,1,0
Bangladesh ban torture shame cricketer,0,0,0,1,0,0
Manohar quits as India board chief,0,0,0,1,1,0
National Ranking Tennis Championships commence from May 15,0,0,0,1,0,0
Whistleblower nearly aborted efforts to expose Russian doping,0,0,0,0,0,0
Australia toughens helmet standards after Hughes revi,0,0,0,1,1,0
19 nations to compete in Womens World Team Squash Cshi,0,1,0,0,0,0
West Indian cricket writercommentator Tony Cozier di,0,0,0,0,0,0
Misbah Younis Khan fitness tests Pakistan Cri,0,1,0,1,1,0
England womens captain Charlotte Edwards retir,0,0,0,1,1,0
PCB Mohammad Amir UK visa Pakistan Cri,0,0,0,1,1,0
FIFA unveil 2026 World Cup bidding pr,0,0,0,0,0,0
Safer helmet would not have saved Phillip Hughes repor,0,0,0,1,1,0
Uncapped Vince and Ball in England squad for Sri Lanka T,0,0,0,1,1,0
Sharjeel Khan claims he received threat ,0,0,0,0,0,0
Indias Manohar elected ICC chairman unopposed,0,0,0,1,1,0
S Lankas Perera cleared to play after doping charges dropped,0,0,0,1,1,0
Dravid Jayawardena join ICC Cricket Commi,0,0,0,1,1,0
Women boxers punch through social taboos in Sud,0,0,0,1,0,0
Lack of international games denting Pakistan cricket says Arthur,0,0,0,1,1,0
Greipel roars to Giro win Dumoulin keeps pi,0,0,0,0,0,0
West Indies South Africa Australia Tri cricket series Caribbean floodlig,0,0,0,1,1,0
FIFA five star lifestyle Mexico City,1,0,0,1,1,0
FIFA allows Indonesia back to global tab,0,1,0,1,1,1
Day night tests can make the format more popular Gay,0,0,0,0,0,0
ICC President discusses cricket with Punjab CM,0,1,0,1,1,1
ICC opens talks with broadcasters to hold two extra World T20,0,1,0,0,0,1
Arsenal win womens FA Cup final in front of record crowd,0,0,0,0,0,0
Hat trick hero Suarez leads Barca to title glory,0,0,0,0,0,0
Yasir expected to return from injury within five ,0,0,0,0,0,0
Australia briefed Zika virus Windies tour,0,0,0,1,1,0
Sri Lanka Prasad test England,0,0,0,0,0,0
Djokovic suffers rare loss as Murray takes Rome ti,0,0,0,0,0,0
Triple triumph for Root at Englands annual award,0,1,0,1,1,0
athletes miss Rio Beijing re tests IOC,0,1,0,1,1,0
T20 drama Ben Stokes better cricketer Stuart Broad,0,0,0,0,0,0
Australias Maxwell returns home injured from IPL,0,0,0,1,1,0
Cook eyes big milestone of 10 000 Test ru,0,0,0,0,0,0
Pakistan cricket Green shirts train England seri,0,0,0,1,0,0
No plan to become coach commentator in future Afridi,0,0,0,1,1,0
AustraliaGeorge Bailey thanks helmet bouncer scare IPL,0,0,0,0,0,0
Sharapova anti doping hearing Lond,0,1,0,1,1,0
Man United ease past Bournemouth to seal fifth ,0,0,0,0,0,0
Sri Lanka eyes sixth spot with series win against England,0,0,0,0,0,0
Bright chances of international cricket in Pakistan CM Balochi,0,1,0,1,1,1
Hales Bairstow rescue England with 88 run unbeaten stand,0,0,0,0,0,0
Sri Lankas Shanaka debut triple stings England,0,0,0,0,0,0
Mickey Arthur need arises Shahid Afridi may recalled,0,0,0,0,0,0
English champions Leicester visit Thai kings ,0,0,0,1,0,0
England host day night ,0,0,0,1,1,0
Chinese magnate to buy English soccer team Aston Vi,1,1,0,0,0,0
Canny Sevilla retain iron grip on Europa League trophy,0,0,0,0,0,0
Sri Lanka skittled out for 91 in reply to Englands 298,0,0,0,0,0,0
England strike against Sri Lanka after Bairstow century,0,0,0,0,0,0
Bairstow hits century as England continue fightb,0,0,0,0,0,0
Sri Lanka Pakistan will face England under a new for,0,1,0,1,1,0
7 Eleven worker first woman climb Everest seven ti,0,0,0,0,0,0
Russian athletes likely to have tested positive for doping at Beijing Olympics agency,0,1,0,1,1,0
FIFA ethics investigation recommends two year ban Germany Niersb,0,0,0,0,0,0
Kaka highest paid MLS player Lampard also in top 10,0,0,0,1,0,0
India Mary Kom fails qualify Rio2016 Olympi,0,0,0,0,0,0
Andy Murray Amelie Maur,0,0,0,0,0,0
Brother Brussels suicide bomber Rio Olympi,0,0,0,0,0,0
Dutch climber dies descent Everest summi,0,0,0,0,0,0
Sharapova may not play again says Russias offici,0,1,0,1,1,0
Fawad Shaan fittest players in PCB ,0,0,0,1,0,0
English cricket board promises help for Amirs UK vi,0,0,0,1,1,0
Sublime Lingard volley seals Man United FA Cup wi,0,0,0,0,0,0
Indian board chief targets rankings transparency,0,0,0,1,1,0
Anurag Thakur takes over BCCI president Indi,0,0,0,1,1,0
First Pakistani female Minhal Sohail shooter Rio Olympi,0,0,0,1,0,0
Woakes replaces injured Stokes England squad second test Sri L,0,0,0,0,0,0
Rain delays start of day two at French O,0,0,1,0,0,0
Australia captain Smith wary pink ball test Gabb,0,0,0,0,0,0
Injury ends Azarenkas comeback in French Open first round,0,0,0,0,0,0
Van Gaal sacked by United Mourinho poised to step i,0,0,0,0,0,0
Sri Lanka Chameera England tour injury,0,0,0,0,0,0
FIFA fires deputy secretary general Kattner,0,0,0,0,0,0
Inzamam announces players for England tour skills ,0,0,0,1,0,0
Zaheer Abbas wants Pak IPL urges revive bilateral cri,0,0,0,1,1,1
Ronaldo remains Portugal tali,0,0,0,1,1,0
Mourinho agrees terms with Man United Sky TV,0,0,0,1,1,0
Englands Stokes undergoes knee operati,0,0,0,0,0,0
Sharapova is included in Russian Olympic ,0,0,0,1,1,0
Blooming partnership Anderson pleases Stuart Broad,0,0,0,0,0,0
Exclusive Brazil investigating possible corruption at Olympic venu,0,0,0,0,0,1
Australia embraces guided missile technology reclaim A,0,1,0,0,0,0
Fit again Starc gunning West Indies South Afri,0,0,0,1,1,0
Ronaldo fit and ready to fire Real to more European glory,0,0,0,0,0,0
Nadal pulls out of French Open with wrist injury,0,0,0,0,0,0
Untidy Cook misses 10000 mark Endland Sri L,0,0,0,0,0,0
NZ announce Test series schedule against Paki,0,0,0,0,0,0
Mourinho returns for more drama in the global villag,0,0,0,0,0,0
NZealand plan first day night test against England in 2018,0,0,0,1,1,0
England sense victory as Woakes and Broad stri,0,0,0,0,0,0
Messi worries Argentina back injury,0,0,0,1,1,0
Rashford nets place in record books as England wi,0,0,0,0,0,0
Sunrisers clinch maiden IPL title in nail biting ,0,0,0,0,0,0
Hingis and Mirza lose chance to complete Santina S,0,0,0,0,0,0
Aggressive Muguruza downs Kuznetsova to reach Paris last eig,0,0,0,0,0,0
Zidane lavishes praise on team player Ronald,0,0,0,0,0,0
Real Madrid win Champions League in penalty shootou,0,0,0,0,0,0
Messis pain eases recovery time unclear doctor,0,1,0,0,0,0
Cook reaches milestone as England win to clinch seri,0,0,0,0,0,0
Chandimal century Sri Lanka frustrate England,0,0,0,0,0,0
Terry backs Mourinho to succeed at Manchester United,0,0,0,0,0,0
Dont call Warney Australia prospect Z,0,0,0,1,1,0
Djokovic left hanging as rain cuts short day 10 of French O,0,0,0,0,0,0
Bayliss backs England Cook surpass Tendulkar run tally,0,0,0,1,1,0
Only three Pakistanis ICC top 10 Ranking,0,0,0,1,1,0
England Anderson becomes No 1 test bowler ICC ranking,0,0,0,0,0,0
Sri Lanka paceman Eranga reported suspect acti,0,0,0,1,1,0
Sweden miss rested Ibrahimovic in 0 0 draw with Sloveni,0,0,0,0,0,0
Rashford signs long term contract with Man United,0,0,0,0,0,0
Amir Khan wants represent Pakistan after Olympic ruling,0,0,0,0,0,0
Pakistan face India 2017 Champions Trophy,0,0,0,1,1,0
Serena swats Roland Garros quarter,0,0,1,0,0,0
Mohammad Hafeez MRI report satisfactorycricket Paki,0,0,0,0,0,0
Sri Lanka Kulasekara quits tests focus ODIs T20,0,0,0,0,0,0
Ronaldo leads Portugal squad for Euro 2016,0,0,0,0,0,0
Azhar Ali backs Mohammad Amir England retur,0,0,0,1,1,0
Mourinho plays down new rivalry with Guardi,0,0,0,1,1,0
Lionel Messi misses first day of tax fraud tri,0,0,0,1,1,1
Opener Shan Masood ready for England challeng,0,1,1,1,1,0
Manchester City sign midfielder Guendogan from Dortmund,0,0,0,1,1,0
Lionel Messi testifies in tax fraud tri,0,0,0,1,1,1
Bangladesh wary Mustafizur Rahman suffering burnou,0,0,0,1,1,0
Djokovic enters 100 million dollar club Serena plays catch u,0,0,1,0,0,0
ICC admits tweaking draws put Pakistan India same grou,0,0,0,1,1,0
ICC chief backs Amir to tour England,0,0,0,1,1,0
Nadal pulls out of Queens due to wrist injury,0,0,0,0,0,0
Paes Hingis beat Mirza Dodig to win mixed doubles ti,0,0,0,0,0,0
South Africa bat against Windies in tri series opener,0,0,0,1,1,0
Rashid Latif offers coaching services for SSU ,0,0,0,1,1,0
Djokovic storms into fourth French Open fi,0,0,0,0,0,0
Pakistans sultan of swing Wasim says life exemplary at 50,0,0,0,1,1,0
Serena reaches French Open fi,0,0,0,0,0,0
Muguruza downs Stosur in Paris to reach second major fi,0,0,0,0,0,0
ICC calls clampdown bat siz,0,0,0,1,1,0
ICC dope tests Yasir Misbah Azhar and Junaid Pakistan cri,0,0,0,1,1,0
Barca confident Neymar will commit to long term d,0,0,0,0,0,0
ICC panel concerns home advantage tests Indi,0,0,0,1,1,0
Heather Knight leads England womens team challenge Paki,0,0,0,1,1,0
Giggs to leave United to pursue management job repor,0,1,0,0,0,0
Wasim Akram celebrates 50th birthday cricket Paki,0,0,0,1,1,0
Djokovic Serena face overtime as Paris finals b,0,0,1,0,0,0
Imran Tahir South Afica Ramazan cri,0,1,0,1,1,0
Boxing legend Ali in hospital with respiratory prob,0,0,0,0,0,0
Muguruza overpowers Serena to win French Open ti,0,0,0,0,0,0
Serena vows to keep chasing Steffi record,0,0,0,0,0,0
Amir Khan says Muhammad Ali inspired his charity wor,0,0,0,0,0,0
He will never die World mourns Muhammad Ali,0,0,1,1,1,0
Pakistan 17 member squad England tour,0,0,0,0,0,0
Indian businesswoman Nita Ambani nominated IOC,0,1,0,1,1,0
Indias Mary Kom tearfully recalls inspiration Muhammad Ali,0,1,0,0,0,0
Boxing legend Muhammad Ali dies US,0,1,0,0,0,0
Narine sinks Proteas in West Indies r,0,0,0,1,1,0
Boxing legend Alis condition very grav,0,0,0,0,0,0
Messi arrives in California for C,0,0,0,0,0,0
Djokovic joins greats with maiden French Open ti,0,0,0,0,0,0
PCB announces Test squad for England seri,0,0,0,0,0,0
Lee gets Olympic boost with Indonesia wi,0,0,0,0,0,0
Proud British fighter Amir Khan wants success for Pakistan ,0,0,1,1,1,0
Muhammad Ali public funeral set for Louisville on Friday,0,1,0,0,0,0
Former Ali promoter Bob Arum recalls boxers impact on society,0,0,0,0,0,0
Muhammad Ali the greatest remembered boxer transcended spor,0,1,0,0,0,0
Two late goals give Mexico 3 1 win over Uruguay,0,0,0,1,0,0
Indias Pocket Hercules dies at 104,0,0,0,0,0,0
Aqib Javed refuses head Bangladesh bowling consu,0,0,0,0,0,0
Amir Khan inaugurates boxing academy in Islamabad,0,1,0,1,0,0
Andy Murray tastes bittersweet loss in unexpected French Open fi,0,0,0,0,0,0
Amir is the future of Pakistani cricket Wasim Akr,0,1,0,1,0,0
Warner half century as Australia thrash Windi,0,0,0,1,1,0
American Muslims remember Ali as hero for their fai,0,0,0,0,0,0
Messi could miss potential group decider against Chi,0,0,0,1,0,0
Dhoni says future as captain rests with BCCI,0,0,0,1,1,0
Amirs visa approved for England tour,0,0,0,0,0,0
Mohammad Amir UK visa PCB Pakistan Cri,0,0,0,1,1,0
Gold would sweet factory girl Ratchanok Thailand,1,0,0,0,0,1
Football Spain prosecutors seek Neymar corruption tri,0,0,0,0,0,0
Ibrahimovic says can boost dismal popularity of Frances Holland,0,0,0,0,0,0
Salli thunderbolt takes Cameroon to Africa Cu,0,0,0,1,0,0
Records tumble in English county one day g,0,0,0,0,0,0
MMA Fighter Kimbo Slice passes away at 42,0,1,0,0,0,0
Tearful Di Maria inspires Argentina at C,0,0,0,1,0,0
Serena passes suspended Sharapova as top woman earner,0,1,0,0,0,0
Broad has no problems playing against Mohammad Amir,0,0,0,1,1,0
Mourinho begins Man Utd rebuilding with signing of Bailly,0,0,0,0,0,0
Sharapova banned for 2 years by ITF,0,0,0,1,1,0
England reach for the whitewash against Sri L,1,0,0,1,1,0
Pakistans Diana hunts for glory in cricket and footb,0,0,0,1,1,0
South Africa agree play day night test Australi,0,0,0,0,0,0
Sri Lankas Perera eyes Lords return doping ,0,0,1,1,1,0
Colombia into last eight US bounce back at Copa Ameri,0,0,0,1,1,0
S Africa back in business after ODI win over Australi,0,0,0,1,1,0
Nadal out of Wimbledon with wrist injury,0,0,0,0,0,0
Ronaldo and Co to launch Euro 2016 in jittery Fr,0,0,0,1,1,0
BCCI unveils six test cricket venues home season Indi,0,0,0,1,1,0
Arthur arrives real plan lift Pakistan cri,0,0,0,0,0,0
Ronaldo Messi surpass Tiger Mayweather worlds highest paid ,0,1,1,0,0,0
Rooney rules out future move to new Premier League club,0,0,0,0,0,0
Australia players union upgrade pink ball Test conditi,0,0,0,1,1,0
Alis legend floats like a butterfly through a hometown festiv,0,0,0,0,0,0
All tickets for Ali memorial service handed ou,0,1,0,0,0,0
SAfrica call up Elgar to replace injured Rossou,0,0,0,1,1,0
Muhammad Ali funeral procession begi,0,0,0,0,0,0
Euro 2016 kicks off in France despite strikes and terror thr,0,0,0,0,0,1
PCB clips Mohammad Amirs wings England tour Pakistan cri,0,0,0,0,0,0
New Zealand pick Indian born opener for Africa tour,0,0,0,1,1,0
British soccer fans and locals clash in Marseille as Euro 2016 ,0,0,0,0,0,0
Stepanek stuns Marin Cilic in Stuttgar,0,0,0,0,0,0
Federer survives Fritz challenge in Stuttgar,0,0,0,0,0,0
Zheng upsets home favourite K,0,0,0,0,0,0
Arthur Mohammad Amir flourish Pakistan England,0,0,0,1,1,0
Uruguay tumble out as Mexico Venezuela reach quarter,0,0,0,1,1,0
Venezuela stun Uruguay to reach Copa quarter,0,0,0,0,0,0
Bairstow defies Sri Lanka with another hundred,0,0,0,0,0,0
Euro 2016 Clashes in Marseille ahead of England Russia ,0,0,0,0,0,0
Euro 2016 Switzerland beat Albania 1 0,0,0,0,0,0,0
Woakes stars as Sri Lanka ,0,0,0,0,0,0
Junaid Khan selection England tour Rameez Raj,0,0,0,0,0,0
