text,l1,l2,l3
"Shahrak-e Qods (Persian: Ø´Ù‡Ø±Ùƒ Ù‚Ø¯Ø?â€?â€?) is a village in Sorkheh Rural District, Fath Olmobin District, Shush County, Khuzestan Province, Iran. At the 2006 census, its population was 391, in 59 families.",Place,Settlement,Village
"Tomorrow Never Dies was a professional wrestling internet pay-per-view (iPPV) event produced by the Chikara promotion, that took place on December 6, 2014, at the 2300 Arena in Philadelphia, Pennsylvania. The event marked Chikara's season 14 finale and was the promotion's sixth iPPV. Tomorrow Never Dies was also Chikara's first event at the former ECW Arena since the High Noon iPPV in November 2011. Much like several other Chikara events in 2014, including the previous iPPV You Only Live Twice, the event was named after a James Bond film of the same name.",Event,SportsEvent,WrestlingEvent
"John Charles Griffiths Foulkes (22 March 1861 â€“ 4 December 1935) served in both houses of the Parliament of Western Australia, as a member of the Legislative Council from 1894 to 1896 and as a member of the Legislative Assembly from 1902 to 1911. Foulkes was born in Llanyblodwel, Shropshire, England, a small village on the Welsh border. He attended Shrewsbury School before going on to St John's College, Cambridge, where he graduated in 1884. Foulkes afterward trained as a solicitor, serving his articles of clerkship in Wrexham, Wales. He came to Western Australia in 1890, and set up a law practice in Bunbury. In 1894, he stood for the Legislative Council's South-West Province, and was elected to a two-year term. In December 1895, Foulkes left on a health trip to Europe, intending to return in time to contest his seat at the 1896 Legislative Council elections. However, on the return voyage, his wife was taken ill with malaria, forcing them to remain in Italy while she recovered (and him to miss the election and thus lose his seat). After eventually arriving back in Australia, Foulkes moved his law practice to Perth. He re-entered parliament at the 1902 Claremont by-election, which had been caused by the resignation of the sitting member, William Sayer, and retained it at the 1904 state election. When parliament sat for the first time after the 1904 election, Foulkes was nominated by the government of Walter James (recently reduced to a minority in the assembly) to serve as speaker. The opposing candidate, Mathieson Jacoby, was elected \""by a large margin\"", a result which was said to have marked \""the beginning of the end\"" for the James government. Foulkes remained in parliament until his retirement at the 1911 state election, and in 1913 returned to England. He died in London in December 1935, aged 74. His brother-in-law, Adam Jameson, was also a member of parliament.",Agent,Politician,MemberOfParliament
"The Leipzig Hauptbahnhofâ€“Leipzig-Connewitz railway is a double track electrified main line in the German state of Saxony. It used to be a short link line from Leipzig Hauptbahnhof (Central Station) to Connewitz station, where it connects with the main line from Leipzig to Hof. The line has been closed for good between Leipzig Hbf and Leipzig-StÃ¶tteritz in November 2012.",Place,RouteOfTransportation,RailwayLine
"Yoel Zussman also spelled Yoel Sussman (Hebrew: ?™?•?ê?œ ?–?•?¡???Ÿâ€?â€?, born October 24, 1910, died March 2, 1982) was an Israeli jurist and the fourth President of the Supreme Court of Israel.",Agent,Person,Judge
"The Indian state of Arunachal Pradesh represents two Lok Sabha constituencies. Following the 25 July 2003 Congress split, Gegong Apang formed the state government with the help of the Bharatiya Janata Party (BJP). Congress had an alliance with its splinter group Arunachal Congress. Congress candidate and former Arunachal Congress leader Wangcha Rajkumar contested Arunchal East and AC candidate Kamen Ringu contested Arunachal West. Nationalist Trinamool Congress had a candidate in Arunachal West, competing against BJP. BJP won both seats with comfortable margins. Ahead of the 2004 Lok Sabha elections Arunachal Congress talked about calling for a boycott as a protest against that Chakma and Hajong refugees had been given the right to vote in the state. In the end the party did however decide to contest. (*)= 1999 numbers are those of the Nationalist Congress Party.",Event,SocietalEvent,Election
"Stadion FrantiÅ¡ka Kloze is a multi-use stadium in Kladno, Czech Republic. It is currently used mostly for football matches and is the home ground of SK Kladno. The stadium holds 4,000 people and was opened in 1914. It is named after former player FrantiÅ¡ek Kloz, situated by the street also named after him.",Place,SportFacility,Stadium
"Vasco Road is a roadway over the Diablo Range that connects Livermore and Brentwood, California. Although it is not part of the California State Highway system, it is the principal northâ€“south commuter route serving eastern Contra Costa and Alameda counties. The two counties are each responsible for maintaining the portion of the road within their boundaries. The traffic count in 2008 was estimated at more than 25,000 vehicles per day. Weekend traffic is also heavy in spring and summer, when residents from other parts of California flock to the recreation areas along the Sacramento - San Joaquin River Delta.",Place,RouteOfTransportation,Road
"ISD Rubika (Institut supÃ©rieur de design in French) is a French grande Ã©cole (literally, prestigious or elite school) of design management located at two sites, in Valenciennes (Northern France) and in Pune (Western India). It was founded by the Chamber of Commerce and Industry of the Valenciennois region.",Agent,EducationalInstitution,University
"Nadia HaÈ›egan (born August 13, 1979 in MediaÅŸ, Romania) is a retired Romanian artistic gymnast. She a double world champion with the team (1994 and 1995) and a three time gold medalist at European Championships (1992, 1993, and 1994).",Agent,Athlete,Gymnast
"United States v. Schooner Sally, 6 U.S. 406 (1805) was an 1805 decision of the United States Supreme Court which found that the question of forfeiture of a vessel is of admiralty and maritime jurisdiction, not of common law.",UnitOfWork,LegalCase,SupremeCourtOfTheUnitedStatesCase
"Woody Woodpecker's Nuthouse Coaster is an attraction at Universal Studios Florida. It is the park's first roller coaster and the first roller coaster constructed at Universal Orlando Resort. The coaster was built in 1999, between the outside queue area for E.T. Adventure and the former 1990 Hard Rock Cafe building. The pretense is that guests are going on a wild ride through Woody Woodpecker's own Nut Factory.",Place,AmusementParkAttraction,RollerCoaster
The National Committee of the Chinese Energy and Chemical Workersâ€™ Union is a national industrial union of the All-China Federation of Trade Unions in the People's Republic of China.,Agent,Organisation,TradeUnion
"The Tarantelle in A-flat major, Op. 43 is a short piano piece in tarantella form, written by FrÃ©dÃ©ric Chopin in June 1841 and published in October 1841. It takes about 3 minutes to play. The Tarantelle is a moto perpetuo marked Presto, and requires an advanced technique. It was inspired by Gioachino Rossini's song La Danza, also written in the tarantella's characteristic 6/8 rhythm. Chopin went to some lengths to ensure the time signature was the same as Rossini's, and he enlisted his friend Julian Fontana to check the best editions of the Rossini work for this detail. The manuscript shows Chopin changed his time signature from 12/8 to 6/8. There is no evidence the work was commissioned, nor was it dedicated to anyone. Robert Schumann described it as being in \""Chopin's most extravagant manner; we see before us the dancer, whirling as if possessed, until our senses reel. To be sure, nobody could call this music lovely, but we willingly forgive the master his wild fantasy. For is he not once in a while permitted to display the dark side of his soul?...\"" Chopin himself said \""I hope I won't write anything as dreadful too soon\"". Despite this self-criticism, it has become a recording favourite, although it is less frequently performed in recital.",Work,MusicalWork,ClassicalMusicComposition
